(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlbewerberinnen und Wahlbewerber für die Wahl zum 9. Europäischen Parlament (26. Mai 2019) aus der Bundesrepublik Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stand:;12.04.2019;08:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Titel;Namenszusatz;Nachname;Vorname;Geschlecht;Geburtjahr;PLZ;Wohnort;WohnortLandAbk;Geburtsort;Staatsangehörigkeit;Beruf;Berufsschluessel;Kennzeichen;Gebietsart;Gebietsnummer;Gebietsname;GebietLandAbk;Gruppenname;GruppennameLang;Listenplatz;VerknKennzeichen;VerknGebietsart;VerknGebietsnummer;VerknGebietsname;VerknGebietLandAbk;VerknGruppenname;VerknListenplatz;VorpGewaehlt
EP;26.05.2019;Dr.;;Benecke;Mark Oliver;m;1970;50678;Köln;NW;Rosenheim;DE;Biologe;41;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;25;;;;;;;;
EP;26.05.2019;;;Bennarend;Jens;m;1972;45964;Gladbeck;NW;Kirchhellen;DE;Studienrat;84;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;36;;;;;;;;
EP;26.05.2019;;;Bentele;Hildegard;w;1976;10115;Berlin;BE;Ludwigsburg;DE;MdA, Diplomatin;71;Bewerber;Land;11;Berlin;BE;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;
EP;26.05.2019;;;Berg;Lars Patrick;m;1966;69126;Heidelberg;BW;Frankfurt am Main;DE;MdL BW;71;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;4;;;;;;;;
EP;26.05.2019;Dr.;;Berger;Stefan Heinrich;m;1969;41366;Schwalmtal;NW;Mönchengladbach;DE;Dozent;84;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;6;;;;;;;;
EP;26.05.2019;;;Berger-Kauffmann;Petra Cornelia;w;1959;55569;Monzingen;RP;Neuwied;DE;Außendienst, Bürokauffrau;71;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;19;;;;;;;;
EP;26.05.2019;;;Bergmann;Maximilian;m;1997;41844;Wegberg;NW;Mönchengladbach;DE;Auszubildender;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;109;;;;;;;;
EP;26.05.2019;;von;Bergner;Nils;m;1970;22765;Hamburg;HH;Pinneberg;DE;Rechtsanwalt, Notar;73;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;2;;;;;;;;
EP;26.05.2019;;;Bergold;Sabine;w;1964;65779;Kelkheim (Taunus);HE;Fulda;DE;Erste Stadträtin;71;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;20;;;;;;;;
EP;26.05.2019;;;Berlingen;Ralf Markus;m;1967;54550;Daun;RP;Daun;DE;Politikwissenschaftler;91;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;109;;;;;;;;
EP;26.05.2019;;;Bernicker;Michael;m;1960;86150;Augsburg;BY;Reutlingen (Württ.);DE;Unternehmer;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;54;;;;;;;;
EP;26.05.2019;;;Bertram;Ute;w;1961;31061;Alfeld (Leine);NI;Hildesheim;DE;Bankfachwirtin;72;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;6;;;;;;;;
EP;26.05.2019;;;Bethke;Christian;m;1978;60316;Frankfurt am Main;HE;Frankfurt am Main;DE;Vice Pres. Corp. Communications;84;Bewerber;Bund;99;Bundesgebiet;Bund;NL;Neue Liberale – Die Sozialliberalen;2;;;;;;;;
EP;26.05.2019;;;Beul;Ulrich;m;1976;45219;Essen;NW;Lippstadt;DE;Dipl.-Ingenieur;27;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;16;;;;;;;;
EP;26.05.2019;;;Beuth;Sebastian;m;1988;56068;Koblenz;RP;Limburg a.d. Lahn;DE;Informatiker;43;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;107;;;;;;;;
EP;26.05.2019;;;Beyer;Charmaine;w;1986;67480;Edenkoben;RP;St. Wendel;DE;Finanzwirtin;73;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;20;;;;;;;;
EP;26.05.2019;;;Beyer-Peters;Detlev;m;1957;45772;Marl;NW;Hüls (Krefeld);DE;Fachkrankenpfleger für psychiatr. Pflege;81;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;28;;;;;;;;
EP;26.05.2019;;;Beyerlein;Andrea Ilsabe Edith;w;1958;91154;Roth;BY;Nürnberg;DE;Bankangestellte;72;Bewerber;Bund;99;Bundesgebiet;Bund;Gesundheitsforschung;Partei für Gesundheitsforschung;6;;;;;;;;
EP;26.05.2019;;;Bigus;Joachim Fritz Anton;m;1958;49084;Osnabrück;NI;Osnabrück;DE;Werkzeugmacher;24;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;5;;;;;;;;
EP;26.05.2019;;;Binder;Angela Ramona;w;1978;63589;Linsengericht;HE;Filderstadt;DE;freiberufl. tätig;09;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;10;;;;;;;;
EP;26.05.2019;Dr.;;Binder;Michaela;w;1966;81241;München;BY;München;DE;Biologin;41;Bewerber;Bund;99;Bundesgebiet;Bund;DIE FRAUEN;Feministische Partei DIE FRAUEN;7;;;;;;;;
EP;26.05.2019;Dr.;;Bippes;Anemone Katja;w;1972;76532;Baden-Baden;BW;Achern;DE;Unternehmerin;71;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;11;;;;;;;;
EP;26.05.2019;Dr.;;Birghan;Christoph;m;1970;85643;Steinhöring;BY;Berlin;DE;Patentanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;23;;;;;;;;
EP;26.05.2019;;;Birkenfeld;Steve;m;1983;07546;Gera;TH;Nordhausen;DE;Gymnastiklehrer;84;Bewerber;Bund;99;Bundesgebiet;Bund;DIE DIREKTE!;Demokratie DIREKT!;4;;;;;;;;
EP;26.05.2019;;;Birkner;Cornelia;w;1961;06772;Gräfenhainichen;ST;Zörbig;DE;Angestellte Informationstechnik;43;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;5;;;;;;;;
EP;26.05.2019;;;Bischoff;Claudia;w;1973;15370;Petershagen/Eggersdorf;BB;Preetz;DE;Referentin;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;94;;;;;;;;
EP;26.05.2019;;;Bischoff;Gabriele;w;1961;14050;Berlin;BE;Bad Wildungen;DE;Politikwissenschaftlerin, Gewerkschaftssekretärin;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;9;;;;;;;;
EP;26.05.2019;;;Bittel;Günther Wolfgang;m;1953;47226;Duisburg;NW;Stuttgart;DE;Arzt;81;Bewerber;Bund;99;Bundesgebiet;Bund;MLPD;Marxistisch-Leninistische Partei Deutschlands;19;;;;;;;;
EP;26.05.2019;;;Bittner;Levin;m;1988;99089;Erfurt;TH;Dresden;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;DIE DIREKTE!;Demokratie DIREKT!;5;;;;;;;;
EP;26.05.2019;;;Blank;Mathias;m;1971;15711;Königs Wusterhausen;BB;Neuruppin;DE;IT-Koordinator;43;Bewerber;Land;12;Brandenburg;BB;CDU;Christlich Demokratische Union Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Bleidistel;Heike;w;1941;12109;Berlin;BE;Ludwigshafen am Rhein;DE;Rentnerin;05;Bewerber;Bund;99;Bundesgebiet;Bund;Die Grauen;Die Grauen – Für alle Generationen;13;;;;;;;;
EP;26.05.2019;;;Blenk;Karl-Heinz;m;1963;87493;Lauben;BY;Görisried;DE;selbst. Berater;71;Bewerber;Bund;99;Bundesgebiet;Bund;BGE;Bündnis Grundeinkommen - Die Grundeinkommenspartei;1;;;;;;;;
EP;26.05.2019;;;Blevins;Norman Hanns;m;1981;81369;München;BY;Neuendettelsau;DE;Dipl.-Wirtschaftsinformatiker (FH), wiss. Mitarbeiter;43;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;55;;;;;;;;
EP;26.05.2019;;;Bloss;Jan Michael;m;1986;70469;Stuttgart;BW;Filderstadt;DE;Development Studies (M. Sc.);11;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;14;;;;;;;;
EP;26.05.2019;;;Bludau-Kater;Melanie;w;1972;37170;Uslar;NI;Uslar;DE;Dipl.-Rechtspflegerin;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;149;;;;;;;;
EP;26.05.2019;;;Blum;Arnold Alfred Wilhelm;m;1952;19357;Karstädt;BB;Perleberg;DE;Dipl.-Landwirt;11;Bewerber;Bund;99;Bundesgebiet;Bund;MLPD;Marxistisch-Leninistische Partei Deutschlands;4;;;;;;;;
EP;26.05.2019;;;Blundell;Anna;w;1988;48147;Münster;NW;London;DE;wiss. Mitarbeiterin;84;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;37;;;;;;;;
EP;26.05.2019;;;Bläsing;Robert;m;1982;22415;Hamburg;HH;Perleberg;DE;Dipl.-Verwaltungswirt (FH);73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;94;;;;;;;;
EP;26.05.2019;;Freiherr von;Boeselager;Damian Hieronymus Johannes;m;1988;10115;Berlin;BE;Frankfurt;DE;Berater;71;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;1;;;;;;;;
EP;26.05.2019;;;Bohnenkamp;Hermann;m;1956;49152;Bad Essen;NI;Bad Essen;DE;Heilpädagoge;83;Bewerber;Bund;99;Bundesgebiet;Bund;Bündnis C;Bündnis C - Christen für Deutschland;8;;;;;;;;
EP;26.05.2019;;;Bombe;Lisa;w;1988;20357;Hamburg;HH;Hamburg;DE;Sachbearbeiterin im Meldewesen;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;3;;;;;;;;
EP;26.05.2019;;;Bonart;Martin;m;1961;93444;Bad Kötzting;BY;Berlin-Schmargendorf;DE;selbstständig;09;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;163;;;;;;;;
EP;26.05.2019;;;Boos;Luisa;w;1984;79350;Sexau;BW;Emmendingen;DE;Angestellte;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;25;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;26;
EP;26.05.2019;;;Bopp;Salim;m;1987;28219;Bremen;HB;Hannover;DE;Student;04;Bewerber;Land;04;Bremen;HB;CDU;Christlich Demokratische Union Deutschlands;3;;;;;;;;
EP;26.05.2019;;;Borchardt;Siegfried Roland;m;1953;44149;Dortmund;NW;Neuenkirchen (Steinfurt);DE;Industriekaufmann;71;Bewerber;Bund;99;Bundesgebiet;Bund;DIE RECHTE;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;5;;;;;;;;
EP;26.05.2019;;;Borchardt;Simone;w;1967;23936;Warnow;MV;Schkeuditz;DE;Referentin für Gesundheitspolitik;81;Bewerber;Land;13;Mecklenburg-Vorpommern;MV;CDU;Christlich Demokratische Union Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Borchert;Miriam;w;1984;24116;Kiel;SH;Weimar;DE;Journalistin;92;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;35;;;;;;;;
EP;26.05.2019;;;Bordelais;Gilles;m;1974;50825;Köln;NW;Clermont-Ferrand;FR;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;PIRATEN;Piratenpartei Deutschland;2;;;;;;;;
EP;26.05.2019;;;Bormann;Elisabeth Scarlett;w;1992;30163;Hannover;NI;Hannover;DE;Verwaltungsangestellte;73;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;7;;;;;;;;
EP;26.05.2019;;;Bornecke;Stefan;m;1983;69117;Heidelberg;BW;Bonn;DE;Dozent Universitäten;84;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;19;;;;;;;;
EP;26.05.2019;;;Borowsky;Heinz-Jürgen;m;1944;60322;Frankfurt am Main;HE;Werdohl (Lüdenscheid);DE;Rechtsanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;ÖkoLinX;Ökologische Linke;14;;;;;;;;
EP;26.05.2019;;;Borrmann;Richard;m;1982;10555;Berlin;BE;Magdeburg;DE;Bauleiter;31;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;58;;;;;;;;
EP;26.05.2019;;;Borst;Frauke;w;1967;10781;Berlin;BE;Frankfurt am Main;DE;Erziehungswissenschaftlerin (M. A.), Angestellte;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;93;;;;;;;;
EP;26.05.2019;;;Both;Jimmy Niklas;m;1996;66359;Bous;SL;Saarlouis;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;50;;;;;;;;
EP;26.05.2019;;;Bourguignon;Eric;m;1973;80634;München;BY;Périgueux;FR;EU-Förderberater;91;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;22;;;;;;;;
EP;26.05.2019;;;Boxnick;Susanne;w;1965;47803;Krefeld;NW;Rheinhausen;DE;Übersetzerin;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;102;;;;;;;;
EP;26.05.2019;;;Braatz;Silvia Viktoria Elisabeth;w;1983;86415;Mering;BY;Augsburg;DE;Vertriebsleiterin;61;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;24;;;;;;;;
EP;26.05.2019;;;Brakebusch;Nina;w;1993;07743;Jena;TH;Buchholz in der Nordheide;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;31;;;;;;;;
EP;26.05.2019;;;Brandes;Niklas Willem;m;1991;30167;Hannover;NI;Peine;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;133;;;;;;;;
EP;26.05.2019;;;Brandt;Andreas Christian Markus;m;1959;17291;Grünow;BB;Lübeck;DE;Rechtsanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;62;;;;;;;;
EP;26.05.2019;Dr.;;Brauer;Hagen Michael Wolfgang;m;1954;19059;Schwerin;MV;Rudolstadt;DE;Chemiker;41;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;15;;;;;;;;
EP;26.05.2019;Dr.;;Braun;Günter Wilhelm Curt;m;1949;82041;Oberhaching;BY;Lüdersdorf;DE;Vorstand;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;61;;;;;;;;
EP;26.05.2019;;;Braun;Max Thomas;m;1994;76185;Karlsruhe;BW;Stutensee;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;89;;;;;;;;
EP;26.05.2019;;;Braun;Ulrike Christiana;w;1988;95445;Bayreuth;BY;Münchberg;DE;Juristin (Ass. jur.);73;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;23;;;;;;;;
EP;26.05.2019;Dr.;;Breier;Zsuzsanna;w;1963;14129;Berlin;BE;Budapest;DE;freie Autorin;92;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;20;;;;;;;;
EP;26.05.2019;;;Breitenbruch-Tiedtke;Sina;w;1984;45481;Mülheim an der Ruhr;NW;Mülheim an der Ruhr;DE;Beamtin;73;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;55;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;13;
EP;26.05.2019;Dr.;;Brenner;Hans-Peter;m;1947;53225;Bonn;NW;Delmenhorst;DE;psychol. Psychotherapeut;81;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;11;;;;;;;;
EP;26.05.2019;;;Breunig;Stefan;m;1986;63785;Obernburg a.Main;BY;Erlenbach a.Main;DE;Koch, Metzgermeister;29;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;48;;;;;;;;
EP;26.05.2019;;;Breuninger;Timo;m;1995;68165;Mannheim;BW;Künzelsau;DE;Elektroingenieur;26;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;123;;;;;;;;
EP;26.05.2019;Dr.;;Breyer;Patrick Olaf;m;1977;24105;Kiel;SH;Frankfurt am Main;DE;Jurist;73;Bewerber;Bund;99;Bundesgebiet;Bund;PIRATEN;Piratenpartei Deutschland;1;;;;;;;;
EP;26.05.2019;;;Bril;Christine;w;1953;06295;Lutherstadt Eisleben;ST;Lutherstadt Eisleben;DE;Handelskauffrau;61;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;3;;;;;;;;
EP;26.05.2019;;;Brixius;Simon;m;1992;66424;Homburg;SL;Mainz;DE;Student;04;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;63;;;;;;;;
EP;26.05.2019;;;Brock;Charlotte;w;1994;01097;Dresden;SN;Dresden;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;17;;;;;;;;
EP;26.05.2019;;;Bronowicka;Joanna Wanda;w;1986;10829;Berlin;BE;Wrocław, Polen;PL;akadem. Mitarbeiterin;71;Bewerber;Bund;99;Bundesgebiet;Bund;DiEM25;Demokratie in Europa - DiEM25;9;;;;;;;;
EP;26.05.2019;;;Broś;Filip Andrzej;m;1980;95028;Hof;BY;Krakau;DE;Lastkraftwagenfahrer;52;Bewerber;Bund;99;Bundesgebiet;Bund;Bündnis C;Bündnis C - Christen für Deutschland;6;;;;;;;;
EP;26.05.2019;;;Bruckner;Gerhard Dieter Anton;m;1958;81373;München;BY;Salzburg;DE;Betriebswirt;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;27;;;;;;;;
EP;26.05.2019;;;Brunelle;Jérôme Charles;m;1969;72160;Horb am Neckar;BW;Freiburg im Breisgau;DE;Lehrer;84;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;82;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;64;
EP;26.05.2019;;;Bruns;Jonas;m;1997;76133;Karlsruhe;BW;Düsseldorf;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;148;;;;;;;;
EP;26.05.2019;;;Brösel;Christiane;w;1947;40545;Düsseldorf;NW;Radebeul;DE;Sekretärin;71;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;7;;;;;;;;
EP;26.05.2019;;;Brück;Michael Sascha;m;1990;44149;Dortmund;NW;Bergisch Gladbach;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;DIE RECHTE;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;14;;;;;;;;
EP;26.05.2019;;;Brüggemann;Michael;m;1968;56130;Bad Ems;RP;Frankenberg (Eder);DE;freiberufl. Künstler;93;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;38;;;;;;;;
EP;26.05.2019;Dr.;;Brünker;Hans-Günter;m;1967;96049;Bamberg;BY;Bad Brückenau;DE;Schauspieler;94;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;13;;;;;;;;
EP;26.05.2019;;;Brüns;Birgit;w;1961;10629;Berlin;BE;Bremen;DE;Sachbearbeiterin;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;84;;;;;;;;
EP;26.05.2019;;;Buchheit;Markus;m;1983;85131;Pollenfeld;BY;Zweibrücken;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;7;;;;;;;;
EP;26.05.2019;;;Buchner;Kerstin;w;1965;64646;Heppenheim (Bergstraße);HE;Dresden;DE;Dipl.-Ingenieurin;27;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;13;;;;;;;;
EP;26.05.2019;Prof. Dr.;;Buchner;Klaus;m;1941;80809;München;BY;München;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;1;;;;;;;;X
EP;26.05.2019;;Freiin von;Buddenbrock;Friederike Ada Veronika;w;1958;18556;Wiek;MV;Düsseldorf;DE;selbstständig, Dipl.-Betriebswirtin;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;135;;;;;;;;
EP;26.05.2019;;;Bullmann;Hans Udo;m;1956;35394;Gießen;HE;Gießen;DE;Politikwissenschaftler;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;2;;;;;;;;X
EP;26.05.2019;;;Bunyadi;Emaduddin;m;1972;45277;Essen;NW;Kabul, Afghanistan;DE;Augenarzt;81;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;10;;;;;;;;
EP;26.05.2019;;;Burg;Jana Nathalie;w;1985;35423;Lich;HE;Frankfurt am Main;DE;Archäologin;91;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;113;;;;;;;;
EP;26.05.2019;;;Burkhardt;Delara;w;1992;22962;Siek;SH;Hamburg;DE;Soziologin, Angestellte;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;5;;;;;;;;
EP;26.05.2019;;;Bury;Yannick;m;1990;79098;Freiburg im Breisgau;BW;Herbolzheim;DE;Volkswirt;91;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;3;;;;;;;;
EP;26.05.2019;;;Buschmann;Martin Kenny;m;1970;21629;Neu Wulmstorf;NI;Hamburg;DE;Mittelstandsfachwirt;71;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;1;;;;;;;;
EP;26.05.2019;;;Buss;Sarah;w;1981;26603;Aurich;NI;Hannover;DE;Richterin am Amtsgericht;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;46;;;;;;;;
EP;26.05.2019;;;Bögeholz;Hartwig Adolf Karl;m;1952;33739;Bielefeld;NW;Detmold;DE;Geschäftsführer Buchhandel;71;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;11;;;;;;;;
EP;26.05.2019;;;Böhnen;Anna;w;1952;41844;Wegberg;NW;Wegberg;DE;Rentnerin;05;Bewerber;Bund;99;Bundesgebiet;Bund;Graue Panther;Graue Panther;8;;;;;;;;
EP;26.05.2019;;;Böhning;Nancy;w;1979;13088;Berlin;BE;Elsterwerda;DE;Angestellte;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;1;;;;;;;;
EP;26.05.2019;Dr.;;Böhnke;Rolf Walter;m;1940;53129;Bonn;NW;Wesel;DE;Berater Consultant;71;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;26;;;;;;;;
EP;26.05.2019;;;Böringer;Annette;w;1962;76133;Karlsruhe;BW;Koblenz;DE;Bundesanwältin beim Bundesgerichtshof;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;75;;;;;;;;
EP;26.05.2019;;;Böschel;Cathrin;w;1985;09126;Chemnitz;SN;Eilenburg;DE;Steuerfachangestellte;72;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;80;;;;;;;;
EP;26.05.2019;;;Büchner;Frieda;w;1995;99089;Erfurt;TH;Sonneberg;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;38;;;;;;;;
EP;26.05.2019;;;Bürgin;Johannes;m;1997;90480;Nürnberg;BY;Nürnberg;DE;Student;04;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;59;;;;;;;;
EP;26.05.2019;;;Büschen;Kerstin;w;1973;26135;Oldenburg (Oldenburg);NI;Oldenburg (Oldenburg);DE;Chefarzt-Sekretärin;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;28;;;;;;;;
EP;26.05.2019;;;Büter;Erik;m;1999;49624;Löningen;NI;Löningen;DE;Auszubildender;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;140;;;;;;;;
EP;26.05.2019;;;Bütikofer;Hans Reinhard;m;1953;10551;Berlin;BE;Mannheim;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;4;;;;;;;;X
